consideration_id,table162_decision_ids,applicable_decision_count,crop_use,taxon_receptor,scenario_applicability,theme,concise_consideration,direction,evidence_type,quantitative_value,source_document,source_table_section_appendix,traceability_status,uncertainty_qualification,relevance_to_table162_decision,related_existing_finding_trc_xrf_ids,evidence_interpretation_or_judgment
T162-C0056,T162-D0008; T162-D0020; T162-D0032; T162-D0044; T162-D0056; T162-D0068; T162-D0080; T162-D0092; T162-D0104,9,Small Cereals,Mammal; Acute; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,the assessment reports acceptable acute screening for all three mammal sizes; burial and mixed diet further reduce the all-seed-available exposure estimate.,DECREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 96-104; MAIN-H0068; MAIN-H0070; MAIN-P001193; MAIN-P001217; MAIN-P001219; MAIN-P001221; MAIN-P001225,TRACEABLE_WITH_RECONCILED_EXCEPTIONS,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0057,T162-D0007; T162-D0019; T162-D0031; T162-D0043; T162-D0055; T162-D0067; T162-D0079; T162-D0091; T162-D0103,9,Small Cereals,Mammal; Acute; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,the assessment reports acceptable acute screening for all three mammal sizes; burial and mixed diet further reduce the all-seed-available exposure estimate.,DECREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 96-104; MAIN-H0068; MAIN-H0070; MAIN-P001193; MAIN-P001217; MAIN-P001219; MAIN-P001221; MAIN-P001225,TRACEABLE_WITH_RECONCILED_EXCEPTIONS,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0058,T162-D0012; T162-D0024; T162-D0036; T162-D0048; T162-D0060; T162-D0072; T162-D0084; T162-D0096; T162-D0108,9,Small Cereals,Mammal; Chronic; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"100% treated-seed diet can exceed the 2.4 mg/kg bw/d refined chronic reference for all sizes/rates, but even 300 mg/kg remains below the 50 mg/kg bw/d no-apical-effect level used in characterization.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 96-104; MAIN-H0068; MAIN-H0070; MAIN-P001193; MAIN-P001217; MAIN-P001219; MAIN-P001221; MAIN-P001225,TRACEABLE_WITH_RECONCILED_EXCEPTIONS,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0059,T162-D0011; T162-D0023; T162-D0035; T162-D0047; T162-D0059; T162-D0071; T162-D0083; T162-D0095; T162-D0107,9,Small Cereals,Mammal; Chronic; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"100% treated-seed diet can exceed the 2.4 mg/kg bw/d refined chronic reference for all sizes/rates, but even 300 mg/kg remains below the 50 mg/kg bw/d no-apical-effect level used in characterization.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 96-104; MAIN-H0068; MAIN-H0070; MAIN-P001193; MAIN-P001217; MAIN-P001219; MAIN-P001221; MAIN-P001225,TRACEABLE_WITH_RECONCILED_EXCEPTIONS,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0060,T162-D0010; T162-D0022; T162-D0034; T162-D0046; T162-D0058; T162-D0070; T162-D0082; T162-D0094; T162-D0106,9,Small Cereals,Mammal; Chronic; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"100% treated-seed diet can exceed the 2.4 mg/kg bw/d refined chronic reference for all sizes/rates, but even 300 mg/kg remains below the 50 mg/kg bw/d no-apical-effect level used in characterization.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 96-104; MAIN-H0068; MAIN-H0070; MAIN-P001193; MAIN-P001217; MAIN-P001219; MAIN-P001221; MAIN-P001225,TRACEABLE_WITH_RECONCILED_EXCEPTIONS,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0061,T162-D1719; T162-D1731,2,Sugar Beet,Bird; Acute; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the quantitative tables cover this body size, but the risk-characterization draft explicitly says '[Add med and large birds]'.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 84-90; MAIN-H0052; MAIN-H0054; MAIN-P000933; MAIN-P000943; MAIN-P000945; MAIN-P000951; MAIN-P000953; MAIN-P000957; MAIN-P000959; MAIN-P000965; MAIN-P000967; MAIN-P000971; MAIN-P000973; MAIN-P000982; MAIN-P000984; MAIN-P000989; MAIN-P000991; PH-00003,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00003; TRC-001,EVIDENCE
T162-C0062,T162-D1718; T162-D1730,2,Sugar Beet,Bird; Acute; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the quantitative tables cover this body size, but the risk-characterization draft explicitly says '[Add med and large birds]'.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 84-90; MAIN-H0052; MAIN-H0054; MAIN-P000933; MAIN-P000943; MAIN-P000945; MAIN-P000951; MAIN-P000953; MAIN-P000957; MAIN-P000959; MAIN-P000965; MAIN-P000967; MAIN-P000971; MAIN-P000973; MAIN-P000982; MAIN-P000984; MAIN-P000989; MAIN-P000991; PH-00003,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00003; TRC-001,EVIDENCE
T162-C0063,T162-D1717; T162-D1729,2,Sugar Beet,Bird; Acute; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,about 1.4 seeds at 0.6 mg/seed or 2.9 seeds at 0.3 mg/seed reach the relevant acute quantity; the MSA dose overlaps clinical-sign ranges but is characterized below mortality ranges.,INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 84-90; MAIN-H0052; MAIN-H0054; MAIN-P000933; MAIN-P000943; MAIN-P000945; MAIN-P000951; MAIN-P000953; MAIN-P000957; MAIN-P000959; MAIN-P000965; MAIN-P000967; MAIN-P000971; MAIN-P000973; MAIN-P000982; MAIN-P000984; MAIN-P000989; MAIN-P000991; PH-00003,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0064,T162-D1722; T162-D1734,2,Sugar Beet,Bird; Chronic; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the quantitative tables cover this body size, but the risk-characterization draft explicitly says '[Add med and large birds]'.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 84-90; MAIN-H0052; MAIN-H0054; MAIN-P000933; MAIN-P000943; MAIN-P000945; MAIN-P000951; MAIN-P000953; MAIN-P000957; MAIN-P000959; MAIN-P000965; MAIN-P000967; MAIN-P000971; MAIN-P000973; MAIN-P000982; MAIN-P000984; MAIN-P000989; MAIN-P000991; PH-00003,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00003; TRC-001,EVIDENCE
T162-C0065,T162-D1721; T162-D1733,2,Sugar Beet,Bird; Chronic; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"the quantitative tables cover this body size, but the risk-characterization draft explicitly says '[Add med and large birds]'.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 84-90; MAIN-H0052; MAIN-H0054; MAIN-P000933; MAIN-P000943; MAIN-P000945; MAIN-P000951; MAIN-P000953; MAIN-P000957; MAIN-P000959; MAIN-P000965; MAIN-P000967; MAIN-P000971; MAIN-P000973; MAIN-P000982; MAIN-P000984; MAIN-P000989; MAIN-P000991; PH-00003,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00003; TRC-001,EVIDENCE
T162-C0066,T162-D1720; T162-D1732,2,Sugar Beet,Bird; Chronic; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"less than one pelleted seed can exceed chronic metrics, and the MSA dose overlaps growth/reproduction effect levels; residue dissipation was not applied.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 84-90; MAIN-H0052; MAIN-H0054; MAIN-P000933; MAIN-P000943; MAIN-P000945; MAIN-P000951; MAIN-P000953; MAIN-P000957; MAIN-P000959; MAIN-P000965; MAIN-P000967; MAIN-P000971; MAIN-P000973; MAIN-P000982; MAIN-P000984; MAIN-P000989; MAIN-P000991; PH-00003,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0067,T162-D1725; T162-D1737,2,Sugar Beet,Mammal; Acute; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"quantitative analyses are present, but the risk-characterization draft explicitly says '[Add med and large mammals]'.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 155-161; MAIN-H0086; MAIN-H0088; MAIN-P001567; MAIN-P001570; MAIN-P001581; MAIN-P001587; MAIN-P001592; MAIN-P001598; MAIN-P001603; MAIN-P001610; MAIN-P001615; MAIN-P001624; MAIN-P001626; MAIN-P001627; MAIN-P001629; MAIN-P001632; PH-00005,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00005; TRC-001,EVIDENCE
T162-C0068,T162-D1724; T162-D1736,2,Sugar Beet,Mammal; Acute; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"quantitative analyses are present, but the risk-characterization draft explicitly says '[Add med and large mammals]'.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 155-161; MAIN-H0086; MAIN-H0088; MAIN-P001567; MAIN-P001570; MAIN-P001581; MAIN-P001587; MAIN-P001592; MAIN-P001598; MAIN-P001603; MAIN-P001610; MAIN-P001615; MAIN-P001624; MAIN-P001626; MAIN-P001627; MAIN-P001629; MAIN-P001632; PH-00005,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00005; TRC-001,EVIDENCE
T162-C0069,T162-D1723; T162-D1735,2,Sugar Beet,Mammal; Acute; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"at 0.6 mg/seed fewer than two seeds, and at 0.3 mg/seed four seeds, exceed the acute metric; at 100% diet estimated exposure substantially exceeds rodent mortality levels.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 155-161; MAIN-H0086; MAIN-H0088; MAIN-P001567; MAIN-P001570; MAIN-P001581; MAIN-P001587; MAIN-P001592; MAIN-P001598; MAIN-P001603; MAIN-P001610; MAIN-P001615; MAIN-P001624; MAIN-P001626; MAIN-P001627; MAIN-P001629; MAIN-P001632; PH-00005,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0070,T162-D1728; T162-D1740,2,Sugar Beet,Mammal; Chronic; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"quantitative analyses are present, but the risk-characterization draft explicitly says '[Add med and large mammals]'.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 155-161; MAIN-H0086; MAIN-H0088; MAIN-P001567; MAIN-P001570; MAIN-P001581; MAIN-P001587; MAIN-P001592; MAIN-P001598; MAIN-P001603; MAIN-P001610; MAIN-P001615; MAIN-P001624; MAIN-P001626; MAIN-P001627; MAIN-P001629; MAIN-P001632; PH-00005,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00005; TRC-001,EVIDENCE
T162-C0071,T162-D1727; T162-D1739,2,Sugar Beet,Mammal; Chronic; Medium,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"quantitative analyses are present, but the risk-characterization draft explicitly says '[Add med and large mammals]'.",UNCERTAIN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 155-161; MAIN-H0086; MAIN-H0088; MAIN-P001567; MAIN-P001570; MAIN-P001581; MAIN-P001587; MAIN-P001592; MAIN-P001598; MAIN-P001603; MAIN-P001610; MAIN-P001615; MAIN-P001624; MAIN-P001626; MAIN-P001627; MAIN-P001629; MAIN-P001632; PH-00005,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,PH-00005; TRC-001,EVIDENCE
T162-C0072,T162-D1726; T162-D1738,2,Sugar Beet,Mammal; Chronic; Small,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,"much less than one seed exceeds the chronic metric at either rate, and 100% diet is estimated to substantially exceed tested effect levels.",INCREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 155-161; MAIN-H0086; MAIN-H0088; MAIN-P001567; MAIN-P001570; MAIN-P001581; MAIN-P001587; MAIN-P001592; MAIN-P001598; MAIN-P001603; MAIN-P001610; MAIN-P001615; MAIN-P001624; MAIN-P001626; MAIN-P001627; MAIN-P001629; MAIN-P001632; PH-00005,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
T162-C0073,T162-D1671; T162-D1683; T162-D1695; T162-D1707,4,Sunflower,Bird; Acute; Large,All Table 162 scenarios in this crop-family/receptor/effect group; rate and method distinctions remain explicit in the decision matrix,QUANTITATIVE_BACKBONE,available surface seed is generally insufficient for acute effects.,DECREASES_CONCERN,DIRECT_QUANTITATIVE,See concise consideration and linked decision-level evidence,MAIN; TABLES,TABLES:Tables 75-83; MAIN-H0049; MAIN-H0051; MAIN-P000913; MAIN-P000915; MAIN-P000917; MAIN-P000921; MAIN-P000925; MAIN-P000929,TRACEABLE_WITH_QUALIFICATION,Values summarize the most decision-relevant extrema and duration contrasts; full ranges remain in cited tables and Phase 2B/3 registers.,Supplies the quantitative magnitude/duration backbone; it does not itself dictate the Table 162 position.,TRC-001,EVIDENCE
